profile_id,hits_identified
PRS1315521,8
PRS1315524,28
PRS1315564,45
PRS1315611,34
PRS1315613,215
PRS1315614,228
PRS1315619,14
PRS1315623,4
PRS1315669,12
PRS1315743,375
PRS1315785,403
PRS1315800,2
PRS1315801,12
PRS1315809,2
PRS1315822,15
PRS1315830,244
PRS1315852,9
PRS1315853,15
PRS1315854,23
PRS1315855,11
PRS1315861,45
PRS1315862,195
PRS1315864,40
PRS1315865,50
PRS1315870,8
PRS1315877,2
PRS1315897,10
PRS1315903,268
PRS1315907,11
PRS1315915,8
PRS1315919,6639
PRS1315920,12
PRS1315942,31
PRS1315946,8
PRS1315957,31
PRS1315958,94
PRS1315959,3
PRS1315980,10
PRS1315982,35
PRS1315990,191
PRS1315993,36
PRS1315994,15
PRS1316001,37
PRS1316012,920
PRS1316014,3
PRS1316016,15
PRS1316017,66
PRS1316018,28
PRS1316025,22
PRS1316033,286
PRS1316052,9
PRS1316057,17
PRS1316058,2
PRS1316060,1
PRS1316061,20
PRS1316067,17
PRS1316068,0
PRS1316069,32
PRS1316074,39
PRS1316076,83
PRS1316078,13
PRS1316081,111
PRS1316088,65
PRS1316094,3435
PRS1316097,4
PRS1316105,44
PRS1316106,58
PRS1316112,3
PRS1316115,14
PRS1316116,15
PRS1316135,8
PRS1316150,11
PRS1316176,406
PRS1316182,14
PRS1316203,20
PRS1316245,37
PRS1316248,37
PRS1316249,10
PRS1316302,58
PRS1316326,21
PRS1316344,378
PRS1316407,124
PRS1316420,22
PRS1316426,37
PRS1316428,111
PRS1316466,73
PRS1316470,22
PRS1316472,5
PRS1316474,3
PRS1316475,17
PRS1316479,392
PRS1316480,172
PRS1316481,7
PRS1316491,15
PRS1316495,58
PRS1316496,6
PRS1316499,2117
PRS1316503,20
PRS1316513,23
PRS1316525,78
PRS1316530,362
PRS1316531,131
PRS1316534,18
PRS1316535,139
PRS1316543,263
PRS1316548,859
PRS1316559,61
PRS1316560,46
PRS1316561,28
PRS1316563,17
PRS1316566,41
PRS1316567,15
PRS1316581,15
PRS1316582,49
PRS1316584,5
PRS1316659,22
PRS1316663,13
PRS1316669,139
PRS1316681,73
PRS1316684,88
PRS1316686,13
PRS1316687,256
PRS1316698,41
PRS1316709,13
PRS1316717,11
PRS1316718,4
PRS1316720,29
PRS1316730,14
PRS1316731,490
PRS1316735,5
PRS1316737,90
PRS1316745,5
PRS1316746,8
PRS1316785,6
PRS1316788,55
PRS1316790,28
PRS1316794,241
PRS1316812,103
PRS1316816,347
PRS1316824,48
PRS1316825,187
PRS1316834,49
PRS1316835,129
PRS1316846,2
PRS1316858,89
PRS1316865,0
PRS1316867,204
PRS1316869,118
PRS1316870,15
PRS1316874,18
PRS1316878,1465
PRS1316882,104
PRS1316884,31
PRS1316888,387
PRS1316898,12
PRS1316900,39
PRS1316901,106
PRS1316905,36
PRS1316919,8
PRS1316920,76
PRS1316925,3
PRS1316926,2
PRS1316927,31
PRS1316946,8
PRS1316957,87
PRS1316960,1471
PRS1316965,157
PRS1316982,182
PRS1316991,2
PRS1317002,1882
PRS1317023,45
PRS1317048,360
PRS1317062,98
PRS1317071,263
PRS1317085,8
PRS1317086,645
PRS1317089,6
PRS1317094,62
PRS1317105,533
PRS1317113,0
PRS1317123,83
PRS1317148,758
PRS1317157,74
PRS1317195,1
PRS1317198,751
PRS1317208,40
PRS1317220,22
PRS1317221,0
PRS1317224,2
PRS1317232,5
PRS1317233,25
PRS1317234,1
PRS1317236,0
PRS1317278,20
PRS1317293,83
PRS1317325,65
PRS1317355,50
PRS1317367,3
PRS1317385,89
PRS1317391,666
PRS1317440,15
PRS1317461,103
PRS1317476,14
PRS1317480,13
PRS1317482,36
PRS1317491,0
PRS1317713,4
PRS1317752,105
PRS1317806,0
PRS1317852,5
PRS1317877,60
PRS1317896,231
PRS1317929,86
PRS1317987,3
PRS1318016,256
PRS1318040,685
PRS1318058,13
PRS1318073,18
PRS1318089,61
PRS1318093,88
PRS1318141,38
PRS1318165,7
PRS1318168,18
PRS1318208,318
PRS1318255,135
PRS1318257,22
PRS1318275,216
PRS1318300,24
PRS1318318,16
PRS1318328,15
PRS1318330,44
PRS1318335,139
PRS1318339,329
PRS1318345,273
PRS1318380,79
PRS1318381,85
PRS1318382,54
PRS1318389,0
PRS1318413,6
PRS1318426,9
PRS1318494,6
PRS1318522,16
PRS1318564,11
PRS1318583,0
PRS1318591,37
PRS1318597,78
PRS1318600,94
PRS1318643,27
PRS1318644,14
PRS1318645,60
PRS1318655,9
PRS1318663,20
PRS1318674,186
PRS1318677,62
PRS1318686,36
PRS1318709,86
PRS1318731,5
PRS1318741,26
PRS1318743,20
PRS1318746,58
PRS1318748,49
PRS1318764,237
PRS1318768,21
PRS1318770,11
PRS1318827,669
PRS1318847,349
PRS1318854,76
PRS1318860,8
PRS1318871,385
PRS1318885,50
PRS1318886,373
PRS1318890,203
PRS1318940,122
PRS1318945,502
PRS1318951,504
PRS1318961,35
PRS1318984,12
PRS1318991,78
PRS1318994,3
PRS1319006,40
PRS1319008,133
PRS1319030,19
PRS1319041,6
PRS1319043,22
PRS1319083,3
PRS1319085,898
PRS1319087,0
PRS1319088,165
PRS1319089,191
PRS1319091,32
PRS1319108,10
PRS1319112,3
PRS1319114,5
PRS1319131,12
PRS1319132,11
PRS1319154,22
PRS1319160,50
PRS1319164,9
PRS1319167,9
PRS1319168,69
PRS1319169,59
PRS1319177,40
PRS1319184,20
PRS1319186,89
PRS1319189,23
PRS1319190,17
PRS1319191,4
PRS1319204,0
PRS1319208,4
PRS1319209,50
PRS1319210,2
PRS1319211,19
PRS1319213,2
PRS1319215,9
PRS1319216,41
PRS1319217,18
PRS1319223,36
PRS1319225,25
PRS1319228,21
PRS1319232,124
PRS1319233,423
PRS1319241,6
PRS1319251,45
PRS1319253,59
PRS1319254,15
PRS1319282,27
PRS1319288,59
PRS1319289,78
PRS1319293,5
PRS1319295,20
PRS1319302,131
PRS1319304,65
PRS1319442,2119
PRS1319479,1098
PRS1319581,299
PRS1319582,465
PRS1319610,32
PRS1319620,19
PRS1319635,1
PRS1319706,14
PRS1319716,25
PRS1319725,285
PRS1319734,5
PRS1319786,1003
PRS1319801,743
PRS1319807,8
PRS1319812,0
PRS1319823,1972
PRS1319833,102
PRS1319836,0
PRS1319841,80
PRS1319849,7
PRS1319936,31
PRS1319937,64
PRS1319947,3
PRS1319968,17
PRS1319970,32
PRS1320000,0
PRS1320026,31
PRS1320032,365
PRS1320042,72
PRS1320043,30
PRS1320081,28
PRS1320104,96
PRS1320105,82
PRS1320121,19
PRS1320122,98
PRS1320130,32
PRS1320138,18
PRS1320163,4
PRS1320174,9
PRS1320214,62
PRS1320227,21
PRS1320264,0
PRS1320327,241
PRS1320331,63
PRS1320333,99
PRS1320335,68
PRS1320341,33
PRS1320342,26
PRS1320343,40
PRS1320347,166
PRS1320352,123
PRS1320353,20
PRS1320358,373
PRS1320365,168
PRS1320373,6
PRS1320374,137
PRS1320375,95
PRS1320387,1704
PRS1320388,12
PRS1320389,12
PRS1320393,13
PRS1320404,517
PRS1320406,79
PRS1320632,9
PRS1320644,20
PRS1320647,34
PRS1320651,65
PRS1320701,7
PRS1320704,19
PRS1320711,9
PRS1320716,10
PRS1320718,42
PRS1320745,53
PRS1320752,46
PRS1320753,9
PRS1320766,40
PRS1320767,25
PRS1320768,20
PRS1320769,291
PRS1320772,12
PRS1320783,2
PRS1320784,75
PRS1320788,119
PRS1320795,0
PRS1320806,33
PRS1320807,110
PRS1320810,10
PRS1320811,40
PRS1320816,321
PRS1320822,26
PRS1320835,10
PRS1320845,721
PRS1320850,88
PRS1320880,38
PRS1320902,12
PRS1320904,106
PRS1320905,64
PRS1320918,24
PRS1320941,0
PRS1320990,241
PRS1320993,2
PRS1321008,31
PRS1321027,5
PRS1321070,103
PRS1321071,8
PRS1321075,98
PRS1321076,3
PRS1321079,14
PRS1321088,26
PRS1321093,5
PRS1321103,0
PRS1321121,9
PRS1321143,2
PRS1321145,0
PRS1321146,10
PRS1321147,320
PRS1321163,538
PRS1321173,4
PRS1321176,76
PRS1321190,6
PRS1321202,4
PRS1321215,3592
PRS1321216,327
PRS1321220,47
PRS1321222,39
PRS1321251,100
PRS1321263,56
PRS1321272,30
PRS1321299,15
PRS1321300,5
PRS1321318,95
PRS1321344,9
PRS1321355,8
PRS1321356,152
PRS1321372,1860
PRS1321481,256
PRS1321553,1
PRS1321565,61
PRS1321569,26
PRS1321582,118
PRS1321583,58
PRS1321584,7
PRS1321585,19
PRS1321586,23
PRS1321651,19
PRS1321655,125
PRS1321682,96
PRS1321700,96
PRS1321709,53
PRS1321741,12
PRS1321747,49
PRS1321756,71
PRS1321757,142
PRS1321761,42
PRS1321795,64
PRS1321825,0
PRS1321826,230
PRS1321849,2
PRS1321861,18
PRS1321864,113
PRS1321865,1
PRS1321866,5
PRS1321867,889
PRS1321870,2
PRS1321875,5
PRS1321876,84
PRS1321887,6
PRS1321891,1201
PRS1321892,47
PRS1321893,13
PRS1321897,91
PRS1321898,42
PRS1321919,546
PRS1321926,4988
PRS1321937,35
PRS1321949,36
PRS1321955,133
PRS1321964,17
PRS1321972,7
PRS1321975,7
PRS1321976,41
PRS1321978,40
PRS1321982,37
PRS1321985,3
PRS1321986,254
PRS1321989,2
PRS1321994,5
PRS1321999,8
PRS1322010,33
PRS1322014,132
PRS1322020,0
PRS1322022,11
PRS1322024,2
PRS1322026,1
PRS1322032,363
PRS1322048,33
PRS1322067,4
PRS1322077,45
PRS1322079,58
PRS1322080,94
PRS1322081,8
PRS1322099,69
PRS1322138,104
PRS1322141,6
PRS1322142,24
PRS1322149,571
PRS1322150,16
PRS1322190,77
PRS1322272,111
PRS1322278,31
PRS1322311,704
PRS1322344,16
PRS1322365,25
PRS1322381,73
PRS1322427,5
PRS1322447,83
PRS1322473,3
PRS1322477,163
PRS1322485,93
PRS1322487,470
PRS1322498,3
PRS1322515,63
PRS1322521,33
PRS1322523,339
PRS1322536,5
PRS1322541,10
PRS1322644,10
PRS1322671,27
PRS1322694,91
PRS1322723,10
PRS1322738,372
PRS1322804,2
PRS1322905,18
PRS1322962,324
PRS1322967,7
PRS1322984,11
PRS1323003,380
PRS1323015,19
PRS1323173,88
PRS1323197,10
PRS1323210,359
PRS1323216,64
PRS1323236,20
PRS1323244,21
PRS1323254,8
PRS1323259,44
PRS1323261,124
PRS1323262,79
PRS1323266,155
PRS1323274,49
PRS1323285,108
PRS1323301,0
PRS1323303,17
PRS1323307,57
PRS1323320,831
PRS1323323,13
PRS1323338,2
PRS1323368,20
PRS1323375,7
PRS1323376,1
PRS1323378,20
PRS1323379,79
PRS1323390,4
PRS1323393,267
PRS1323396,8
PRS1323397,17
PRS1323398,8
PRS1323400,162
PRS1323419,22
PRS1323452,65
PRS1323478,41
PRS1323492,121
PRS1323496,73
PRS1323500,4
PRS1323526,30
PRS1323532,11
PRS1323550,141
PRS1323581,6
PRS1323597,0
PRS1323600,5
PRS1323602,60
PRS1323603,34
PRS1323604,78
PRS1323614,12
PRS1323619,60
PRS1323652,73
PRS1323656,14
PRS1323658,57
PRS1323659,114
PRS1323678,147
PRS1323706,5
PRS1323719,19
PRS1323732,8
PRS1323743,10
PRS1323746,814
PRS1323748,1
PRS1323753,326
PRS1323804,6
PRS1323807,0
PRS1323812,983
PRS1323819,38
PRS1323820,190
PRS1323860,76
PRS1323867,22
PRS1323870,2
PRS1323973,0
PRS1323979,151
PRS1323985,23
PRS1324017,10
PRS1324087,416
PRS1324090,66
PRS1324139,11
PRS1324157,65
PRS1324160,3
PRS1324229,14
PRS1324234,0
PRS1324244,3
PRS1324276,186
PRS1324279,55
PRS1324280,1578
PRS1324294,95
PRS1324302,5
PRS1324304,225
PRS1324351,177
PRS1324373,228
PRS1324375,7
PRS1324406,56
PRS1324409,27
PRS1324419,22
PRS1324424,30
PRS1324503,15
PRS1324504,2320
PRS1324505,28
PRS1324508,407
PRS1324515,11
PRS1324533,64
PRS1324552,32
PRS1324568,1407
PRS1324582,118
PRS1324735,131
PRS1324736,48
PRS1324840,14
PRS1324858,4
PRS1324861,3603
PRS1324863,68
PRS1324864,138
PRS1324865,111
PRS1324867,99
PRS1324884,18
PRS1324892,16
PRS1324916,46
PRS1324930,109
PRS1324935,48
PRS1324950,202
PRS1324951,11
PRS1324990,3
PRS1325028,6
PRS1325051,29
PRS1325054,147
PRS1325061,198
PRS1325090,63
PRS1325111,7
PRS1325120,0
PRS1325123,4
PRS1325131,2012
PRS1325133,11
PRS1325140,58
PRS1325151,67
PRS1325171,25
PRS1325178,2
PRS1325180,16
PRS1325181,21
PRS1325187,1
PRS1325195,5
PRS1325196,2
PRS1325198,244
PRS1325202,71
PRS1325204,4
PRS1325206,2
PRS1325207,0
PRS1325209,11
PRS1325211,1
PRS1325218,38
PRS1325219,196
PRS1325220,66
PRS1325224,140
PRS1325227,184
PRS1325232,4
PRS1325236,83
PRS1325239,19
PRS1325248,5
PRS1325250,6
PRS1325253,102
PRS1325262,8
PRS1325264,7
PRS1325267,7
PRS1325304,42
PRS1325307,43
PRS1325333,6
PRS1325341,7
PRS1325364,32
PRS1325365,135
PRS1325366,12
PRS1325375,30
PRS1325377,3
PRS1325389,61
PRS1325419,201
PRS1325421,66
PRS1325427,1
PRS1325432,418
PRS1325443,97
PRS1325444,37
PRS1325463,4
PRS1325471,5
PRS1325493,14
PRS1325494,13
PRS1325495,18
PRS1325508,609
PRS1325524,2
PRS1325525,231
PRS1325526,101
PRS1325555,23
PRS1325557,25
PRS1325637,23
PRS1325642,2
PRS1325651,55
PRS1325652,81
PRS1325654,13
PRS1325655,35
PRS1325659,37
PRS1325661,38
PRS1325665,138
PRS1325689,188
PRS1325691,76
PRS1325694,37
PRS1325709,16
PRS1325714,0
PRS1325754,8
PRS1325766,60
PRS1325774,112
PRS1325788,9
PRS1325792,756
PRS1325796,0
PRS1325808,117
PRS1325827,31
PRS1325873,79
PRS1325876,68
PRS1325877,225
PRS1325883,21
PRS1325893,3
PRS1325937,6
PRS1325950,54
PRS1325952,6
PRS1325953,68
PRS1325960,28
PRS1325961,7
PRS1325977,72
PRS1325984,39
PRS1325989,15
PRS1325993,31
PRS1325999,18
PRS1326007,28
PRS1326009,2
PRS1326010,3
PRS1326011,20
PRS1326012,86
PRS1326017,17
PRS1326032,0
PRS1326034,3
PRS1326049,3
PRS1326054,11
PRS1326061,12
PRS1326063,47
PRS1326070,1
PRS1326072,123
PRS1326074,8
PRS1326076,19
PRS1326077,48
PRS1326082,7
PRS1326086,1
PRS1326089,31
PRS1326107,34
PRS1326112,15
PRS1326127,39
PRS1326131,14
PRS1326149,31
PRS1326168,1
PRS1326176,13
PRS1326197,24
PRS1326198,463
PRS1326199,5
PRS1326219,2
PRS1326252,10
PRS1326255,16
PRS1326268,8
PRS1326269,71
PRS1326273,11
PRS1326300,177
PRS1326365,14
PRS1326366,33
PRS1326367,19
PRS1326462,107
PRS1326463,13
PRS1326501,14
PRS1326511,19
PRS1326529,18
PRS1326537,32
PRS1326539,1
PRS1326617,39
PRS1326647,74
PRS1326650,101
PRS1326651,4
PRS1326652,16
PRS1326654,9
PRS1326672,51
PRS1326673,285
PRS1326720,16
PRS1326743,18
PRS1326744,18
PRS1326783,3
PRS1326785,2576
PRS1326824,60
PRS1326832,205
PRS1326838,73
PRS1326851,714
PRS1326867,59
PRS1326908,0
PRS1326913,15
PRS1326921,205
PRS1326939,628
PRS1326966,40
PRS1326970,67
PRS1326973,75
PRS1326974,0
PRS1326981,10
PRS1326982,27
PRS1326988,21
PRS1326991,4
PRS1326995,1
PRS1326997,31
PRS1326999,11
PRS1327000,21
PRS1327010,98
PRS1327022,9
PRS1327033,145
PRS1327034,44
PRS1327045,5
PRS1327050,14
PRS1327062,112
PRS1327063,15
PRS1327064,4
PRS1327066,9
PRS1327074,10
PRS1327075,4
PRS1327076,18
PRS1327084,56
PRS1327086,13
PRS1327088,432
PRS1327091,26
PRS1327093,66
PRS1327101,21
PRS1327102,11
PRS1327104,46
PRS1327105,28
PRS1327112,56
PRS1327116,23
PRS1327117,11
PRS1327118,78
PRS1327119,26
PRS1327120,27
PRS1327125,8
PRS1327129,147
PRS1327130,28
PRS1327131,121
PRS1327132,2
PRS1327133,295
PRS1327137,92
PRS1327138,7
PRS1327144,21
PRS1327156,648
PRS1327165,170
PRS1327170,24
PRS1327181,370
PRS1327188,594
PRS1327194,179
PRS1327227,44
PRS1327258,17
PRS1327267,103
PRS1327273,47
PRS1327274,7
PRS1327292,9
PRS1327293,70
PRS1327295,65
PRS1327306,103
PRS1327314,40
PRS1327320,25
PRS1327322,14
PRS1327327,3
PRS1327328,0
PRS1327330,78
PRS1327356,54
PRS1327359,308
PRS1327364,203
PRS1327378,14
PRS1327381,405
PRS1327382,481
PRS1327383,0
PRS1327451,449
PRS1327458,15
PRS1327470,10
PRS1327471,0
PRS1327473,77
PRS1327478,7
PRS1327480,12
PRS1327482,14
PRS1327519,43
PRS1327523,1
PRS1327536,82
PRS1327537,94
PRS1327540,39
PRS1327551,21
PRS1327583,114
PRS1327641,89
PRS1327649,486
PRS1327704,55
PRS1327733,1
PRS1327737,98
PRS1327739,5
PRS1327740,12
PRS1327757,3
PRS1327762,48
PRS1327791,133
PRS1327808,67
PRS1327835,13
PRS1327843,5
PRS1327899,14
PRS1327932,33
PRS1327939,13
PRS1327969,276
PRS1327994,220
PRS1327998,25
PRS1328012,16
PRS1328017,41
PRS1328034,33
PRS1328044,68
PRS1328097,13
PRS1328100,73
PRS1328130,118
PRS1328235,3
PRS1328253,41
PRS1328320,205
PRS1328333,17
PRS1328334,99
PRS1328413,39
PRS1328491,132
PRS1328580,234
PRS1328734,10
PRS1328753,3
PRS1328808,2
PRS1328862,27
PRS1328913,4
PRS1328915,40
PRS1328966,35
PRS1328977,20
PRS1329024,1519
PRS1329033,1
PRS1329036,115
PRS1329038,8
PRS1329039,14
PRS1329040,4300
PRS1329164,61
PRS1329165,25
PRS1329166,94
PRS1329170,146
PRS1329175,65
PRS1329178,59
PRS1329214,17
PRS1329250,11
PRS1329257,1
PRS1329261,52
PRS1329276,237
PRS1329277,17
PRS1329282,822
PRS1329322,9
PRS1329340,45
PRS1329341,105
PRS1329363,2
PRS1329405,10
PRS1329414,13
PRS1329489,41
PRS1329504,11
PRS1329512,54
PRS1329519,84
PRS1329623,11
PRS1329630,31
PRS1329635,178
PRS1329647,58
PRS1329649,37
PRS1329650,0
PRS1329667,24
PRS1329669,69
PRS1329670,104
PRS1329671,18
PRS1329805,13
PRS1329838,19
PRS1329843,7
PRS1329940,7
PRS1329941,109
PRS1329952,80
PRS1329953,16
PRS1329965,24
PRS1329967,10000
PRS1329982,173
PRS1329983,99
PRS1330014,578
PRS1330015,90
PRS1330023,0
PRS1330048,21
PRS1330051,2
PRS1330089,4932
PRS1330101,6
PRS1330111,71
PRS1330113,51
PRS1330114,51
PRS1330123,113
PRS1330132,87
PRS1330137,131
PRS1330144,257
PRS1330146,45
PRS1330158,100
PRS1330182,201
PRS1330186,0
PRS1330214,29
PRS1330242,18
PRS1330244,69
PRS1330247,2
PRS1330248,0
PRS1330263,11
PRS1330265,35
PRS1330277,67
PRS1330284,29
PRS1330293,10
PRS1330296,102
PRS1330303,48
PRS1330304,414
PRS1330306,301
PRS1330307,6
PRS1330312,191
PRS1330314,34
PRS1330315,107
PRS1330318,84
PRS1330330,21
PRS1330407,1
PRS1330428,52
PRS1330431,79
PRS1330432,11
PRS1330433,48
PRS1330434,31
PRS1330435,39
PRS1330436,9
PRS1330440,355
PRS1330441,343
PRS1330448,55
PRS1330466,148
PRS1330483,28
PRS1330484,14
PRS1330510,5
PRS1330512,314
PRS1330517,1
PRS1330538,19
PRS1330540,5
PRS1330545,10
PRS1330556,39
PRS1330563,18
PRS1330591,17
PRS1330616,19
PRS1330629,1
PRS1330631,28
PRS1330632,4411
PRS1330633,32
PRS1330634,6
PRS1330635,2
PRS1330636,76
PRS1330638,32
PRS1330651,497
PRS1330673,25
PRS1330688,67
PRS1330689,562
PRS1330707,18
PRS1330709,43
PRS1330749,9
PRS1330760,790
PRS1330780,71
PRS1330786,48
PRS1330796,122
PRS1330817,35
PRS1330840,1
PRS1330841,17
PRS1330850,242
PRS1330869,2
PRS1330874,318
PRS1330876,61
PRS1330881,21
PRS1330891,308
PRS1330895,60
PRS1330906,46
PRS1330971,40
PRS1330972,3
PRS1330973,6
PRS1331009,257
PRS1331043,13
PRS1331122,242
PRS1331123,4
PRS1331126,4
PRS1331145,14
PRS1331149,3
PRS1331188,19
PRS1331196,55
PRS1331198,76
PRS1331209,65
PRS1331236,8
PRS1331270,19
PRS1331279,15
PRS1331310,5
PRS1331312,45
PRS1331315,102
PRS1331316,3
PRS1331350,14
PRS1331352,107
PRS1331353,26
PRS1331357,14
PRS1331358,8
PRS1331360,0
PRS1331364,62
PRS1331370,26
PRS1331371,51
PRS1331372,60
PRS1331373,48
PRS1331378,29
PRS1331385,63
PRS1331424,7
PRS1331425,5
PRS1331430,15
PRS1331452,0
PRS1331472,194
PRS1331477,49
PRS1331486,21
PRS1331498,20
PRS1331503,129
PRS1331532,1
PRS1331535,32
PRS1331545,3
PRS1331548,0
PRS1331562,80
PRS1331566,14
PRS1331571,27
PRS1331579,34
PRS1331581,45
PRS1331582,26
PRS1331585,41
PRS1331595,136
PRS1331600,25
PRS1331615,5
PRS1331621,152
PRS1331627,6432
PRS1331640,40
PRS1331644,29
PRS1331645,22
PRS1331647,9
PRS1331649,21
PRS1331650,8
PRS1331652,9
PRS1331655,63
PRS1331659,8
PRS1331662,7
PRS1331665,20
PRS1331687,36
PRS1331688,10
PRS1331689,53
PRS1331693,27
PRS1331695,70
PRS1331699,69
PRS1331709,79
PRS1331711,59
PRS1331712,28
PRS1331719,423
PRS1331720,67
PRS1331722,5
PRS1331723,21
PRS1331736,77
PRS1331740,1526
PRS1331751,251
PRS1331780,57
PRS1331782,14
PRS1331783,2
PRS1331784,67
PRS1331785,84
PRS1331786,139
PRS1331787,400
PRS1331817,578
PRS1331822,5
PRS1331836,159
PRS1331883,65
PRS1331884,5
PRS1331897,89
PRS1331904,2
PRS1331906,2
PRS1331920,16
PRS1331941,7
PRS1331945,13
PRS1331946,59
PRS1331948,12
PRS1331968,0
PRS1331973,30
PRS1331974,4
PRS1331975,181
PRS1331980,4428
PRS1331982,37
PRS1331983,4
PRS1331984,75
PRS1331986,83
PRS1331990,11
PRS1332002,13
PRS1332016,63
PRS1332055,42
PRS1332063,93
PRS1332073,229
PRS1332134,60
PRS1332178,9
PRS1332182,107
PRS1332186,9
PRS1332199,47
PRS1332200,100
PRS1332201,52
PRS1332202,108
PRS1332234,1
PRS1332245,20
PRS1332248,198
PRS1332249,99
PRS1332250,461
PRS1332254,27
PRS1332256,51
PRS1332269,42
PRS1332278,135
PRS1332285,35
PRS1332288,1020
PRS1332289,69
PRS1332292,0
PRS1332324,83
PRS1332344,38
PRS1332360,48
PRS1332377,53
PRS1332379,149
PRS1332383,59
PRS1332386,9
PRS1332389,393
PRS1332442,83
PRS1332451,18
PRS1332485,9
PRS1332504,8
PRS1332523,24
PRS1332530,5
PRS1332539,14
PRS1332545,20
PRS1332549,97
PRS1332553,27
PRS1332554,5
PRS1332556,46
PRS1332557,133
PRS1332575,87
PRS1332592,45
PRS1332597,12
PRS1332598,10
PRS1332609,19
PRS1332610,27
PRS1332613,94
PRS1332617,12
PRS1332636,13
PRS1332661,10
PRS1332673,14
PRS1332674,70
PRS1332675,4
PRS1332689,222
PRS1332695,3
PRS1332700,289
PRS1332701,0
PRS1332705,75
PRS1332720,64
PRS1332723,59
PRS1332728,7
PRS1332729,68
PRS1332740,10
PRS1332741,6
PRS1332744,34
PRS1332745,36
PRS1332746,7
PRS1332747,20
PRS1332748,31
PRS1332749,20
PRS1332750,102
PRS1332753,7
PRS1332754,44
PRS1332755,205
PRS1332771,131
PRS1332833,27
PRS1332842,2
PRS1332846,45
PRS1332847,6
PRS1332848,4
PRS1332849,5
PRS1332854,12
PRS1332857,0
PRS1332858,131
PRS1332859,0
PRS1332862,3
PRS1332865,41
PRS1332868,2
PRS1332870,35
PRS1332877,3580
PRS1332882,38
PRS1332885,1
PRS1332886,16
PRS1332887,176
PRS1332888,11
PRS1332900,5
PRS1332904,8
PRS1332944,577
PRS1332945,11
PRS1332946,22
PRS1332969,105
PRS1332972,11
PRS1332973,16
PRS1332975,9
PRS1332976,88
PRS1332981,125
PRS1332982,67
PRS1332983,335
PRS1332984,28
PRS1332985,21
PRS1332989,28
PRS1333017,260
PRS1333026,201
PRS1333040,19
PRS1333070,16
PRS1333076,13
PRS1333077,62
PRS1333099,7
PRS1333102,398
PRS1333106,9
PRS1333108,41
PRS1333115,9
PRS1333117,14
PRS1333123,116
PRS1333125,49
PRS1333153,16
PRS1333183,292
PRS1333190,22
PRS1333194,478
PRS1333203,212
PRS1333209,91
PRS1333210,60
PRS1333213,48
PRS1333214,40
PRS1333215,2
PRS1333216,1
PRS1333219,492
PRS1333221,25
PRS1333223,125
PRS1333233,8
PRS1333239,7
PRS1333246,88
PRS1333255,40
PRS1333256,10
PRS1333265,283
PRS1333276,2
PRS1333277,38
PRS1333296,1140
PRS1333308,15
PRS1333309,10
PRS1333310,24
PRS1333312,69
PRS1333321,9
PRS1333326,48
PRS1333327,166
PRS1333340,10
PRS1333371,190
PRS1333374,124
PRS1333375,3
PRS1333388,0
PRS1333390,1382
PRS1333392,106
PRS1333393,85
PRS1333394,54
PRS1333407,9
PRS1333410,56
PRS1333411,49
PRS1333412,88
PRS1333469,91
PRS1333506,37
PRS1333514,151
PRS1333570,41
PRS1333577,39
PRS1333592,30
PRS1333601,10
PRS1333604,32
PRS1333605,14
PRS1333611,7
PRS1333613,11
PRS1333614,0
PRS1333616,3
PRS1333618,39
PRS1333628,147
PRS1333664,16
PRS1333667,36
PRS1333729,7
PRS1333766,28
PRS1333775,10
PRS1333801,0
PRS1333802,762
PRS1333829,9
PRS1333836,119
PRS1333838,62
PRS1333866,43
PRS1333875,8
PRS1333967,1
PRS1333969,15
PRS1333970,104
PRS1333978,51
PRS1333992,38
PRS1333993,20
PRS1333994,31
PRS1334007,2072
PRS1334008,49
PRS1334019,63
PRS1334021,6
PRS1334027,42
PRS1334028,10000
PRS1334039,4
PRS1334041,52
PRS1334043,0
PRS1334047,11
PRS1334078,11
PRS1334080,12
PRS1334094,11
PRS1334095,67
PRS1334108,3
PRS1334124,15
PRS1334126,7
PRS1334127,55
PRS1334141,6
PRS1334157,7
PRS1334159,45
PRS1334167,0
PRS1334176,115
PRS1334185,829
PRS1334199,13
PRS1334200,1
PRS1334201,57
PRS1334202,64
PRS1334203,3
PRS1334204,4
PRS1334205,44
PRS1334206,91
PRS1334231,143
PRS1334235,19
PRS1334238,17
PRS1334246,392
PRS1334250,5
PRS1334336,98
PRS1334341,53
PRS1334342,12
PRS1334343,28
PRS1334344,36
PRS1334355,56
PRS1334431,2
PRS1334432,135
PRS1334433,42
PRS1334434,11
PRS1334450,70
PRS1334501,16
PRS1334584,111
PRS1334587,5
PRS1334639,100
PRS1334640,3
PRS1334641,29
PRS1334709,2
PRS1334712,9
PRS1334717,3
PRS1334826,0
PRS1334992,20
PRS1334993,11
PRS1335189,7
PRS1335212,94
PRS1335214,1
PRS1335219,9
PRS1335221,6
PRS1335223,17
PRS1335224,29
PRS1335225,7
PRS1335226,16
PRS1335236,5
PRS1335240,40
PRS1335241,26
PRS1335245,38
PRS1335265,1
PRS1335337,350
PRS1335352,80
PRS1335356,9
PRS1335362,52
PRS1335363,30
PRS1335404,22
PRS1335449,12
PRS1335455,28
PRS1335460,21
PRS1335462,56
PRS1335463,45
PRS1335484,285
PRS1335486,395
